1;1;270;0;67;11111;-2;-2;-1;11111;-1;-1;90;24;2;0;0;0;0
0.75;1;270;0;30;11111;-2;-2;-1;11111;-1;-1;90;24;2;0;0;0;0
0.6;1;270;0;22;11111;-2;-2;-1;11111;-1;-1;90;24;2;0;0;0;0
0.5;1;270;0;20;11111;-2;-2;-1;11111;-1;-1;90;24;3;0;0;0;0
0.4;1;270;0;17;11111;-2;-2;-1;11111;-1;-1;90;24;2;0;0;0;0
0.25;1;270;0;15;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
0.4;0;0;-1;999;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;1;1;0
0.22;0;270;-1;999;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;1;0;0
0.6;0;90;-1;3;11111;-2;-2;-1;11111;0.1;-1;-90;0;2;0;0;0;0
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;90;1;4;0;0;0;1
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;90;1;1;1;0;0;0
0;0;85;0;999;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
