1;1;90;0;137;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
0.6;1;90;0;40;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
0.25;1;90;0;27;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
0;1;90;0;999;11111;-2;-2;-1;11111;0.075;-1;-90;0;2;0;0;0;0
1;1;0;0;106;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
0.4;1;0;0;30;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
0.25;1;0;0;40;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
0;0;30;-1;999;11111;-2;-2;-1;11111;0.075;-1;-90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;0.3;70;11111;-1;-1;-90;12;2;0;0;0;0
1;1;-1;-1;-1;11111;0;0.2;85;11111;-1;-1;-90;12;2;0;0;0;0
0.5;1;90;-1;40;11111;-2;-2;-1;11111;-1;-1;-90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.5;-1;-90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.25;-1;-90;12;5;0;0;0;0
0.5;1;270;-1;36;11111;-2;-2;-1;11111;-1;-1;-90;12;2;0;0;0;0
0;0;30;-1;999;11111;-2;-2;-1;11111;0.075;-1;-90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;-0.3;285;11111;-1;-1;-90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;-0.2;273;11111;-1;-1;-90;0;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.1;-1;-90;0;2;0;0;0;0
0.5;0;270;-1;999;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;1;0;0
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;-90;1;4;0;0;0;1
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;-90;1;1;1;0;0;0
0.25;1;90;-1;20;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;0.3;70;11111;-1;-1;-90;12;2;0;0;0;0
1;1;-1;-1;-1;11111;0;0.2;85;11111;-1;-1;-90;12;2;0;0;0;0
0.5;1;90;-1;40;11111;-2;-2;-1;11111;-1;-1;-90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.5;-1;-90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.25;-1;-90;12;3;0;0;0;0
0.5;1;270;-1;36;11111;-2;-2;-1;11111;-1;-1;-90;12;2;0;0;0;0
0;0;85;0;999;11111;-2;-2;-1;11111;-1;-1;-90;0;2;0;0;0;0
